ano,pais,quantidade_litros,valor_usd,quantidade_litros_var,valor_usd_var,valor_medio_litro,regiao,tendencia_quantidade,tendencia_valor
2020,Indonésia,5.0,6.0,0.0,0.0,1.2,Outros,348.0,348.0
2020,Irã,21.0,35.0,-95.0,-252.0,1.6666666666666667,Outros,349.0,349.0
2020,Irlanda,29.0,257.0,-7.0,49.0,8.862068965517242,Outros,351.0,351.0
2020,Itália,91.0,376.0,-605.0,-3339.0,4.131868131868132,Europa,352.0,352.0
2020,Japão,36442.0,92674.0,-3049.0,2399.0,2.5430547170846824,Outros,354.0,354.0
2020,Jordânia,12.0,52.0,0.0,0.0,4.333333333333333,Outros,355.0,355.0
2020,Libéria,5155.0,17624.0,-2399.0,-5436.0,3.4188166828322015,Outros,358.0,358.0
2020,Luxemburgo,1086.0,5110.0,1050.0,4308.0,4.705340699815838,Outros,359.0,359.0
2020,Malta,3490.0,9688.0,49.0,-5766.0,2.7759312320916907,Outros,363.0,363.0
2020,"Marshall, Ilhas",6270.0,19639.0,-2374.0,-2922.0,3.1322169059011165,Outros,364.0,364.0
2020,México,24.0,226.0,15.0,224.0,9.416666666666666,Outros,367.0,367.0
2020,Montenegro,9.0,20.0,-5.0,-45.0,2.2222222222222223,Outros,369.0,369.0
2020,Nigéria,12094.0,26514.0,-56153.0,-86658.0,2.192326773606747,Outros,372.0,372.0
2020,Noruega,1859.0,15134.0,-19.0,6814.0,8.140935987089833,Outros,373.0,373.0
2020,Nova Zelândia,95.0,515.0,-562.0,-9962.0,5.421052631578948,Outros,375.0,375.0
2020,Países Baixos,248.0,1532.0,-3543.0,-6952.0,6.17741935483871,Outros,377.0,377.0
2020,Panamá,10821.0,28372.0,-18699.0,-20072.0,2.621938822659643,Outros,379.0,379.0
2020,Paraguai,3299013.0,3869243.0,-3223514.0,-3323119.0,1.1728486671619662,América Latina,380.0,380.0
2020,Polônia,74.0,86.0,70.0,72.0,1.162162162162162,Outros,383.0,383.0
2020,Portugal,7958.0,34518.0,1600.0,-8115.0,4.337521990449861,Outros,385.0,385.0
2020,Reino Unido,22913.0,82722.0,-2403.0,-39672.0,3.610264915113691,Outros,387.0,387.0
2020,Rússia,1463.0,8550.0,-180468.0,-304376.0,5.8441558441558445,Outros,389.0,389.0
2020,Serra Leoa,9240.0,13050.0,2715.0,95.0,1.4123376623376624,Outros,394.0,394.0
2020,Suécia,6.0,24.0,-17.0,-50.0,4.0,Outros,397.0,397.0
2020,Suíça,2827.0,27930.0,2200.0,20931.0,9.879731163777857,Outros,398.0,398.0
2020,Suriname,4185.0,5277.0,3285.0,3805.0,1.260931899641577,Outros,399.0,399.0
2020,Tailândia,534.0,1753.0,-800.0,-776.0,3.2827715355805243,Outros,400.0,400.0
2020,Taiwan (Formosa),963.0,4673.0,-350.0,-3480.0,4.852544132917965,Outros,401.0,401.0
2020,"Tcheca, República",563.0,4805.0,107.0,-1183.0,8.534635879218472,Outros,403.0,403.0
2020,Tuvalu,2.0,4.0,0.0,0.0,2.0,Outros,409.0,409.0
2020,Vanuatu,18.0,31.0,0.0,0.0,1.7222222222222223,Outros,411.0,411.0
2020,Venezuela,4086.0,9808.0,-22329.0,-26136.0,2.400391581008321,Outros,412.0,412.0
2020,Vietnã,86.0,584.0,-44.0,307.0,6.790697674418604,Outros,413.0,413.0
2020,Total,4409717.0,6078288.0,-3648987.0,-3773654.0,1.3783850528276531,Outros,414.0,414.0
2019,África do Sul,26.0,95.0,22.0,74.0,3.6538461538461537,Outros,416.0,416.0
2019,"Alemanha, República Democrática",3660.0,25467.0,-2601.0,-7138.0,6.9581967213114755,Outros,417.0,417.0
2019,Angola,345.0,1065.0,-3723.0,-3696.0,3.0869565217391304,Outros,418.0,418.0
2019,Antígua e Barbuda,219.0,1549.0,-405.0,-315.0,7.073059360730594,Outros,420.0,420.0
2019,Austrália,1161.0,4682.0,148.0,1269.0,4.032730404823428,Outros,425.0,425.0
2019,Bahamas,791.0,3124.0,-421.0,-579.0,3.9494310998735775,Outros,427.0,427.0
2019,Barbados,36.0,394.0,-107.0,225.0,10.944444444444445,Outros,429.0,429.0
2019,Barein,482.0,2144.0,474.0,2116.0,4.448132780082988,Outros,430.0,430.0
2019,Bélgica,2498.0,12548.0,-668.0,-7912.0,5.023218574859888,Outros,431.0,431.0
2019,Belice,9.0,29.0,0.0,0.0,3.2222222222222223,Outros,432.0,432.0
2019,Benin,9.0,9.0,0.0,0.0,1.0,Outros,433.0,433.0
2019,Canadá,1589.0,6933.0,-83.0,-1498.0,4.3631214600377595,América do Norte,441.0,441.0
2019,"Cayman, Ilhas",19.0,106.0,-104.0,-233.0,5.578947368421052,Outros,443.0,443.0
2019,China,129852.0,376828.0,7599.0,13828.0,2.9019807165080245,Outros,445.0,445.0
2019,Chipre,672.0,1843.0,-1806.0,-4942.0,2.7425595238095237,Outros,446.0,446.0
2019,Cingapura,5044.0,19099.0,995.0,9783.0,3.786478984932593,Outros,447.0,447.0
2019,Colômbia,897.0,1999.0,-14763.0,-21781.0,2.2285395763656632,Outros,449.0,449.0
2019,"Coreia, Republica Sul",70.0,194.0,-33.0,-239.0,2.7714285714285714,Outros,452.0,452.0
2019,Curaçao,33951.0,62067.0,-14011.0,-3919.0,1.8281346646637802,Outros,457.0,457.0
2019,Dinamarca,240.0,306.0,-419.0,-1656.0,1.275,Outros,458.0,458.0
2019,Emirados Arabes Unidos,450.0,2202.0,-131.0,-77.0,4.8933333333333335,Outros,461.0,461.0
2019,Equador,2.0,3.0,-3778.0,-3821.0,1.5,Outros,462.0,462.0
2019,Espanha,3540.0,1353.0,3512.0,1227.0,0.3822033898305085,Outros,464.0,464.0
2019,Estados Unidos,209765.0,616274.0,-90413.0,5481.0,2.9379257740805187,América do Norte,465.0,465.0
2019,Filipinas,736.0,2486.0,17.0,938.0,3.3777173913043477,Outros,467.0,467.0
2019,França,18286.0,67072.0,5664.0,9928.0,3.667942688395494,Europa,469.0,469.0
2019,Gana,7673.0,10010.0,-11137.0,-12017.0,1.3045744819496938,Outros,470.0,470.0
2019,Gibraltar,23.0,93.0,-746.0,-2767.0,4.043478260869565,Outros,471.0,471.0
2019,Grécia,561.0,1994.0,-6298.0,-16098.0,3.554367201426025,Outros,473.0,473.0
2019,Guatemala,1597.0,8719.0,-15750.0,-20381.0,5.459611772072636,Outros,474.0,474.0
2019,Guiana,424.0,1311.0,-566.0,-1266.0,3.0919811320754715,Outros,475.0,475.0
2019,Haiti,81873.0,129803.0,-317255.0,-341349.0,1.5854188804612022,Outros,479.0,479.0
2019,Hong Kong,9651.0,42020.0,-5508.0,33.0,4.353952958242669,Outros,481.0,481.0
2019,Ilha de Man,28.0,175.0,17.0,54.0,6.25,Outros,483.0,483.0
2019,India,51.0,273.0,44.0,263.0,5.352941176470588,Outros,485.0,485.0
2019,Itália,587.0,1625.0,496.0,1249.0,2.7683134582623508,Europa,490.0,490.0
2019,Japão,40621.0,99642.0,4179.0,6968.0,2.45296767681741,Outros,492.0,492.0
2019,Libéria,4441.0,20068.0,-714.0,2444.0,4.518802071605494,Outros,496.0,496.0
2019,Luxemburgo,1666.0,11211.0,580.0,6101.0,6.729291716686674,Outros,497.0,497.0
2019,Malásia,48.0,110.0,0.0,0.0,2.2916666666666665,Outros,499.0,499.0
2019,Malta,3661.0,8828.0,171.0,-860.0,2.4113630155695165,Outros,501.0,501.0
2019,"Marshall, Ilhas",7276.0,15786.0,1006.0,-3853.0,2.1695986805937326,Outros,502.0,502.0
2019,México,4.0,4.0,-20.0,-222.0,1.0,Outros,505.0,505.0
2019,Montenegro,9.0,46.0,0.0,26.0,5.111111111111111,Outros,507.0,507.0
2019,Nigéria,28437.0,38555.0,16343.0,12041.0,1.355804058093329,Outros,510.0,510.0
2019,Noruega,628.0,3139.0,-1231.0,-11995.0,4.998407643312102,Outros,511.0,511.0
2019,Nova Zelândia,500.0,2832.0,405.0,2317.0,5.664,Outros,513.0,513.0
2019,Países Baixos,44882.0,148031.0,44634.0,146499.0,3.2982264604964127,Outros,515.0,515.0
2019,Panamá,7918.0,29017.0,-2903.0,645.0,3.6646880525385197,Outros,517.0,517.0
2019,Paraguai,2419537.0,3826587.0,-879476.0,-42656.0,1.5815368808164538,América Latina,518.0,518.0
2019,Peru,9755.0,17310.0,35.0,203.0,1.7744746283956945,Outros,519.0,519.0
2019,Polônia,5.0,11.0,-69.0,-75.0,2.2,Outros,521.0,521.0
2019,Portugal,18328.0,72413.0,10370.0,37895.0,3.9509493670886076,Outros,523.0,523.0
2019,Reino Unido,34295.0,164592.0,11382.0,81870.0,4.799300189532001,Outros,525.0,525.0
2019,Serra Leoa,18.0,717.0,-9222.0,-12333.0,39.833333333333336,Outros,532.0,532.0
2019,Suécia,28.0,761.0,22.0,737.0,27.178571428571427,Outros,535.0,535.0
2019,Suíça,2223.0,28503.0,-604.0,573.0,12.821862348178138,Outros,536.0,536.0
2019,Suriname,3206.0,4741.0,-979.0,-536.0,1.4787897691827823,Outros,537.0,537.0
2019,Tailândia,128.0,832.0,-406.0,-921.0,6.5,Outros,538.0,538.0
2019,Taiwan (Formosa),12.0,67.0,-951.0,-4606.0,5.583333333333333,Outros,539.0,539.0
2019,"Tcheca, República",2115.0,16391.0,1552.0,11586.0,7.749881796690308,Outros,541.0,541.0
2019,Turquia,115.0,209.0,-228.0,-669.0,1.817391304347826,Outros,546.0,546.0
2019,Uruguai,6180.0,18497.0,-130594.0,-131345.0,2.993042071197411,Outros,548.0,548.0
2019,Vietnã,20.0,32.0,-66.0,-552.0,1.6,Outros,551.0,551.0
2019,Total,3152873.0,5934826.0,-1256844.0,-143462.0,1.882354918831174,Outros,552.0,552.0
2018,"Alemanha, República Democrática",10794.0,45382.0,7134.0,19915.0,4.204372799703539,Outros,555.0,555.0
2018,Angola,477.0,709.0,132.0,-356.0,1.4863731656184487,Outros,556.0,556.0
2018,Antígua e Barbuda,37.0,191.0,-182.0,-1358.0,5.162162162162162,Outros,558.0,558.0
2018,Argentina,15711.0,59150.0,14696.0,54974.0,3.764878110877729,América Latina,561.0,561.0
2018,Austrália,2055.0,6902.0,894.0,2220.0,3.3586374695863745,Outros,563.0,563.0
2018,Bahamas,141.0,634.0,-650.0,-2490.0,4.49645390070922,Outros,0.0,0.0
2018,Bélgica,7497.0,52799.0,4999.0,40251.0,7.042683740162731,Outros,0.0,0.0
2018,Bolívia,21566.0,57424.0,11666.0,41399.0,2.66270982101456,Outros,0.0,0.0
2018,Cabo Verde,18.0,48.0,2.0,-76.0,2.6666666666666665,Outros,0.0,0.0
2018,Canadá,5308.0,20414.0,3719.0,13481.0,3.8458929917106253,América do Norte,0.0,0.0
2018,"Cayman, Ilhas",19.0,203.0,0.0,97.0,10.68421052631579,Outros,0.0,0.0
2018,Chile,11049.0,42832.0,11038.0,42819.0,3.8765499140193684,América Latina,0.0,0.0
2018,China,30835.0,126336.0,-99017.0,-250492.0,4.097162315550511,Outros,0.0,0.0
2018,Chipre,279.0,480.0,-393.0,-1363.0,1.7204301075268817,Outros,0.0,0.0
2018,Cingapura,3298.0,11616.0,-1746.0,-7483.0,3.522134627046695,Outros,0.0,0.0
2018,Colômbia,6944.0,26273.0,6047.0,24274.0,3.7835541474654377,Outros,0.0,0.0
2018,"Coreia, Republica Sul",120.0,109.0,50.0,-85.0,0.9083333333333333,Outros,0.0,0.0
2018,Cuba,4776.0,5584.0,4760.0,5578.0,1.169179229480737,Outros,0.0,0.0
2018,Curaçao,23930.0,43676.0,-10021.0,-18391.0,1.825156707062265,Outros,0.0,0.0
2018,Emirados Arabes Unidos,360.0,1762.0,-90.0,-440.0,4.894444444444445,Outros,0.0,0.0
2018,Espanha,6123.0,22631.0,2583.0,21278.0,3.6960640209047853,Outros,0.0,0.0
2018,Estados Unidos,169109.0,512519.0,-40656.0,-103755.0,3.0307020915504204,América do Norte,0.0,0.0
2018,Filipinas,9608.0,16205.0,8872.0,13719.0,1.686615320566195,Outros,0.0,0.0
2018,França,11077.0,48677.0,-7209.0,-18395.0,4.394420872077277,Europa,0.0,0.0
2018,Gana,9000.0,13502.0,1327.0,3492.0,1.5002222222222221,Outros,0.0,0.0
2018,Grécia,232.0,730.0,-329.0,-1264.0,3.146551724137931,Outros,0.0,0.0
2018,Guine Equatorial,8389.0,26808.0,0.0,0.0,3.1956133031350578,Outros,0.0,0.0
2018,Haiti,79500.0,144425.0,-2373.0,14622.0,1.8166666666666667,Outros,0.0,0.0
2018,Hong Kong,1742.0,9029.0,-7909.0,-32991.0,5.183122847301952,Outros,0.0,0.0
2018,Irlanda,7560.0,25767.0,7531.0,25510.0,3.408333333333333,Outros,0.0,0.0
2018,Itália,3661.0,13260.0,3074.0,11635.0,3.6219612127833924,Europa,0.0,0.0
2018,Japão,36992.0,112342.0,-3629.0,12700.0,3.036926903114187,Outros,0.0,0.0
2018,Libéria,658.0,3100.0,-3783.0,-16968.0,4.711246200607903,Outros,0.0,0.0
2018,Luxemburgo,1778.0,11053.0,112.0,-158.0,6.216535433070866,Outros,0.0,0.0
2018,Malásia,15.0,33.0,-33.0,-77.0,2.2,Outros,0.0,0.0
2018,Malta,503.0,1192.0,-3158.0,-7636.0,2.3697813121272366,Outros,0.0,0.0
2018,"Marshall, Ilhas",923.0,2436.0,-6353.0,-13350.0,2.639219934994583,Outros,0.0,0.0
2018,México,2748.0,9744.0,2744.0,9740.0,3.5458515283842793,Outros,0.0,0.0
2018,Nigéria,5175.0,6250.0,-23262.0,-32305.0,1.2077294685990339,Outros,0.0,0.0
2018,Noruega,1295.0,9847.0,667.0,6708.0,7.603861003861004,Outros,0.0,0.0
2018,Nova Zelândia,969.0,5565.0,469.0,2733.0,5.743034055727554,Outros,0.0,0.0
2018,Países Baixos,9451.0,32395.0,-35431.0,-115636.0,3.4276796106232146,Outros,0.0,0.0
2018,Panamá,1183.0,3117.0,-6735.0,-25900.0,2.6348267117497888,Outros,0.0,0.0
2018,Paraguai,3234168.0,5494321.0,814631.0,1667734.0,1.6988359912039201,América Latina,0.0,0.0
2018,Peru,5193.0,19372.0,-4562.0,2062.0,3.7304063161948777,Outros,0.0,0.0
2018,Polônia,720.0,4679.0,715.0,4668.0,6.498611111111111,Outros,0.0,0.0
2018,Quênia,6771.0,31225.0,5331.0,29145.0,4.611578791906661,Outros,0.0,0.0
2018,Reino Unido,67708.0,296827.0,33413.0,132235.0,4.383928043953447,Outros,0.0,0.0
2018,São Tomé e Príncipe,2184.0,2357.0,0.0,0.0,1.0792124542124542,Outros,0.0,0.0
2018,Suécia,8062.0,34563.0,8034.0,33802.0,4.28714959067229,Outros,0.0,0.0
2018,Tailândia,8.0,45.0,-120.0,-787.0,5.625,Outros,0.0,0.0
2018,Taiwan (Formosa),7589.0,18421.0,7577.0,18354.0,2.427329028857557,Outros,0.0,0.0
2018,"Tcheca, República",2712.0,20980.0,597.0,4589.0,7.73598820058997,Outros,0.0,0.0
2018,Turquia,360.0,150.0,245.0,-59.0,0.4166666666666667,Outros,0.0,0.0
2018,Uruguai,7711.0,29617.0,1531.0,11120.0,3.840876669692647,Outros,0.0,0.0
2018,Venezuela,71.0,355.0,-4015.0,-9453.0,5.0,Outros,0.0,0.0
2018,Total,3856162.0,7486063.0,703289.0,1551237.0,1.9413248198597466,Outros,0.0,0.0
2017,"Alemanha, República Democrática",15467.0,87702.0,4673.0,42320.0,5.670265727031745,Outros,0.0,0.0
2017,Angola,10170.0,61680.0,9693.0,60971.0,6.064896755162242,Outros,0.0,0.0
2017,Antilhas Holandesas,5400.0,8550.0,0.0,0.0,1.5833333333333333,Outros,0.0,0.0
2017,Austrália,1350.0,7500.0,-705.0,598.0,5.555555555555555,Outros,0.0,0.0
2017,Bélgica,2790.0,16405.0,-4707.0,-36394.0,5.879928315412187,Outros,0.0,0.0
2017,Bolívia,9495.0,23085.0,-12071.0,-34339.0,2.4312796208530805,Outros,0.0,0.0
2017,Bulgária,117.0,1579.0,112.0,1548.0,13.495726495726496,Outros,0.0,0.0
2017,Camarões,1749.0,7476.0,1749.0,7298.0,4.274442538593482,Outros,0.0,0.0
2017,Canadá,6075.0,30658.0,767.0,10244.0,5.046584362139917,América do Norte,0.0,0.0
2017,Catar,13338.0,81606.0,13337.0,81604.0,6.118308591992802,Outros,0.0,0.0
2017,China,67594.0,266086.0,36759.0,139750.0,3.9365328283575467,Outros,0.0,0.0
2017,Cuba,62791.0,72229.0,58015.0,66645.0,1.1503081651829083,Outros,0.0,0.0
2017,Curaçao,12340.0,23011.0,-11590.0,-20665.0,1.8647487844408428,Outros,0.0,0.0
2017,Dinamarca,581.0,2829.0,341.0,2523.0,4.869191049913941,Outros,0.0,0.0
2017,Emirados Arabes Unidos,675.0,3302.0,315.0,1540.0,4.891851851851852,Outros,0.0,0.0
2017,Estados Unidos,132688.0,1523699.0,-36421.0,1011180.0,11.48332177740263,América do Norte,0.0,0.0
2017,França,4253.0,21654.0,-6824.0,-27023.0,5.091464848342347,Europa,0.0,0.0
2017,Guine Bissau,48.0,90.0,0.0,0.0,1.875,Outros,0.0,0.0
2017,Guine Equatorial,2639.0,30563.0,-5750.0,3755.0,11.58128078817734,Outros,0.0,0.0
2017,Hong Kong,1934.0,8180.0,192.0,-849.0,4.22957600827301,Outros,0.0,0.0
2017,Itália,468.0,2248.0,-3193.0,-11012.0,4.803418803418803,Europa,0.0,0.0
2017,Japão,33909.0,92886.0,-3083.0,-19456.0,2.739272759444395,Outros,0.0,0.0
2017,Letônia,387.0,3723.0,0.0,0.0,9.62015503875969,Outros,0.0,0.0
2017,Luxemburgo,2719.0,21947.0,941.0,10894.0,8.071717543214417,Outros,0.0,0.0
2017,México,664.0,2292.0,-2084.0,-7452.0,3.4518072289156625,Outros,0.0,0.0
2017,Nova Zelândia,1678.0,8140.0,709.0,2575.0,4.851013110846245,Outros,0.0,0.0
2017,Paraguai,2393468.0,4274650.0,-840700.0,-1219671.0,1.7859649679878737,América Latina,0.0,0.0
2017,Reino Unido,60711.0,242883.0,-6997.0,-53944.0,4.000642387705688,Outros,0.0,0.0
2017,Suécia,15445.0,64953.0,7383.0,30390.0,4.205438653285853,Outros,0.0,0.0
2017,Suíça,6525.0,74816.0,4302.0,46313.0,11.466053639846743,Outros,0.0,0.0
2017,Suriname,3690.0,5638.0,484.0,897.0,1.5279132791327914,Outros,0.0,0.0
